P000000121,02/14/2009,05/01/9999,350
P000000122,02/14/2009,05/02/9999,790
P000000123,02/15/2009,05/03/9999,1140
P000000124,02/15/2009,05/04/9999,850
P000000125,02/15/2009,05/05/9999,870
P000000126,02/15/2009,05/06/9999,440
P000000127,02/16/2009,05/07/9999,330
P000000128,02/16/2009,05/08/9999,720
P000000129,02/16/2009,05/09/9999,680
P000000130,02/16/2009,05/10/9999,3870
P000000131,02/16/2009,05/11/9999,580
P000000132,02/17/2009,05/12/9999,470
P000000133,02/17/2009,05/13/9999,510
P000000134,02/17/2009,05/14/9999,930
P000000135,02/20/2009,05/15/9999,840
P000000136,02/20/2009,05/16/9999,480
P000000137,02/20/2009,05/17/9999,310
P000000138,02/21/2009,05/18/9999,790
P000000139,02/21/2009,05/19/9999,950
P000000140,02/21/2009,05/20/9999,5980
P000000141,02/21/2009,05/21/9999,630
P000000142,02/22/2009,05/22/9999,950
P000000143,02/22/2009,05/23/9999,2370
P000000144,02/22/2009,05/24/9999,820
P000000145,02/23/2009,05/25/9999,860
P000000146,02/23/2009,05/26/9999,5200
P000000147,02/24/2009,05/27/9999,950
P000000148,02/24/2009,05/28/9999,650
P000000149,02/24/2009,05/29/9999,1980
P000000150,02/24/2009,05/30/9999,550
P000000151,02/24/2009,05/31/9999,4890
P000000152,02/25/2009,06/01/9999,3760
P000000153,02/25/2009,06/02/9999,670
P000000154,02/27/2009,06/03/9999,3700
P000000155,02/28/2009,06/04/9999,3800
P000000156,02/28/2009,06/05/9999,2110
P000000157,03/01/2009,06/06/9999,1770
P000000158,03/01/2009,06/07/9999,1460
P000000159,03/02/2009,06/08/9999,1710
P000000160,03/02/2009,06/09/9999,7430
P000000161,03/02/2009,06/10/9999,5210
P000000162,03/03/2009,06/11/9999,1490
P000000163,03/03/2009,06/12/9999,2470
P000000164,03/03/2009,06/13/9999,3430
P000000165,03/04/2009,06/14/9999,5660
P000000166,03/05/2009,06/15/9999,2280
P000000167,03/05/2009,06/16/9999,3260
P000000168,03/05/2009,06/17/9999,2840
P000000169,03/05/2009,06/18/9999,2280
P000000170,03/06/2009,06/19/9999,4790
P000000171,03/06/2009,06/20/9999,1100
P000000172,03/06/2009,06/21/9999,8390
P000000173,03/06/2009,06/22/9999,860
P000000174,03/07/2009,06/23/9999,820
P000000175,03/07/2009,06/24/9999,460
P000000176,03/07/2009,06/25/9999,5260
P000000177,03/07/2009,06/26/9999,670
P000000178,03/07/2009,06/27/9999,530
P000000179,03/07/2009,06/28/9999,1580
P000000180,03/07/2009,06/29/9999,1570
P000000181,03/07/2009,06/30/9999,320
P000000182,03/08/2009,07/01/9999,650
P000000183,03/08/2009,07/02/9999,840
P000000184,03/09/2009,07/03/9999,600
P000000185,03/09/2009,07/04/9999,7200
P000000186,03/09/2009,07/05/9999,540
P000000187,03/09/2009,07/06/9999,970
P000000188,03/09/2009,07/07/9999,5800
P000000189,03/10/2009,07/08/9999,410
P000000190,03/11/2009,07/09/9999,350
P000000191,03/11/2009,07/10/9999,7400
P000000192,03/11/2009,07/11/9999,780
P000000193,03/12/2009,07/12/9999,5760
P000000194,03/12/2009,07/13/9999,820
P000000195,03/13/2009,07/14/9999,170
P000000196,03/13/2009,07/15/9999,340
P000000197,03/13/2009,07/16/9999,260
P000000198,03/13/2009,07/17/9999,800
P000000199,03/13/2009,07/18/9999,260
P000000200,03/14/2009,07/19/9999,760
P000000201,03/15/2009,07/20/9999,690
P000000202,03/15/2009,07/21/9999,890
P000000203,03/16/2009,07/22/9999,640
P000000204,03/16/2009,07/23/9999,770
P000000205,03/16/2009,07/24/9999,960
P000000206,03/16/2009,07/25/9999,730
P000000207,03/17/2009,07/26/9999,870
P000000208,03/17/2009,07/27/9999,320
P000000209,03/18/2009,07/28/9999,170
P000000210,03/18/2009,07/29/9999,220
P000000211,03/18/2009,07/30/9999,270
P000000212,03/19/2009,07/31/9999,980
P000000213,03/20/2009,08/01/9999,350
P000000214,03/20/2009,08/02/9999,290
P000000215,03/20/2009,08/03/9999,280
P000000216,03/21/2009,08/04/9999,220
P000000217,03/21/2009,08/05/9999,430
P000000218,03/21/2009,08/06/9999,290
P000000219,03/21/2009,08/07/9999,570
P000000220,03/21/2009,08/08/9999,380
P000000221,03/23/2009,08/09/9999,690
P000000222,03/23/2009,08/10/9999,850
P000000223,03/24/2009,08/11/9999,290
P000000224,03/24/2009,08/12/9999,160
P000000225,03/24/2009,08/13/9999,380
P000000226,03/24/2009,08/14/9999,570
P000000227,03/25/2009,08/15/9999,410
P000000228,03/26/2009,08/16/9999,130
P000000229,03/26/2009,08/17/9999,480
P000000230,03/26/2009,08/18/9999,210
P000000231,03/26/2009,08/19/9999,660
P000000232,03/26/2009,08/20/9999,390
P000000233,03/27/2009,08/21/9999,680
P000000234,03/27/2009,08/22/9999,930
P000000235,03/27/2009,08/23/9999,790
P000000236,03/27/2009,08/24/9999,450
P000000237,03/29/2009,08/25/9999,760
P000000238,03/29/2009,08/26/9999,820
P000000239,03/30/2009,08/27/9999,810
P000000240,03/30/2009,08/28/9999,1060
P000000241,03/30/2009,08/29/9999,1730
P000000242,03/31/2009,08/30/9999,1000
P000000243,03/31/2009,08/31/9999,870
P000000244,04/01/2009,09/01/9999,630
P000000245,04/01/2009,09/02/9999,1160
P000000246,04/01/2009,09/03/9999,480
P000000247,04/02/2009,09/04/9999,310
P000000248,04/02/2009,09/05/9999,860
P000000249,04/04/2009,09/06/9999,980
P000000250,04/04/2009,09/07/9999,300
P000000251,04/04/2009,09/08/9999,690
P000000252,04/05/2009,09/09/9999,1500
P000000253,04/05/2009,09/10/9999,450
P000000254,04/05/2009,09/11/9999,770
P000000255,04/05/2009,09/12/9999,640
P000000256,04/06/2009,09/13/9999,400
P000000257,04/06/2009,09/14/9999,200
P000000258,04/07/2009,09/15/9999,1950
P000000259,04/07/2009,09/16/9999,2100
P000000260,04/08/2009,09/17/9999,810
P000000261,04/08/2009,09/18/9999,400
P000000262,04/08/2009,09/19/9999,1110
P000000263,04/08/2009,09/20/9999,670
P000000264,04/08/2009,09/21/9999,800
P000000265,04/09/2009,09/22/9999,620
P000000266,04/09/2009,09/23/9999,1000
P000000267,04/09/2009,09/24/9999,840
P000000268,04/09/2009,09/25/9999,570
P000000269,04/09/2009,09/26/9999,630
P000000270,04/09/2009,09/27/9999,1100
P000000271,04/10/2009,09/28/9999,7110
P000000272,04/11/2009,09/29/9999,980
P000000273,04/12/2009,09/30/9999,2900
P000000274,04/12/2009,10/01/9999,1960
P000000275,04/12/2009,10/02/9999,1970
P000000276,04/13/2009,10/03/9999,3380
P000000277,04/13/2009,10/04/9999,1650
P000000278,04/13/2009,10/05/9999,820
P000000279,04/13/2009,10/06/9999,2070
P000000280,04/13/2009,10/07/9999,2010
P000000281,04/14/2009,10/08/9999,1960
P000000282,04/14/2009,10/09/9999,1970
P000000283,04/14/2009,10/10/9999,1390
P000000284,04/15/2009,10/11/9999,790
P000000285,04/15/2009,10/12/9999,400
P000000286,04/15/2009,10/13/9999,400
P000000287,04/16/2009,10/14/9999,810
P000000288,04/17/2009,10/15/9999,410
P000000289,04/18/2009,10/16/9999,700
P000000290,04/18/2009,10/17/9999,620
P000000291,04/18/2009,10/18/9999,670
P000000292,04/18/2009,10/19/9999,790
P000000293,04/18/2009,10/20/9999,450
P000000294,04/18/2009,10/21/9999,720
P000000295,04/18/2009,10/22/9999,530
P000000296,04/19/2009,10/23/9999,710
P000000297,04/19/2009,10/24/9999,410
P000000298,04/19/2009,10/25/9999,620
P000000299,04/20/2009,10/26/9999,830
P000000300,04/20/2009,10/27/9999,240
P000000301,04/20/2009,10/28/9999,730
P000000302,04/21/2009,10/29/9999,170
P000000303,04/21/2009,10/30/9999,840
P000000304,04/21/2009,10/31/9999,330
P000000305,04/21/2009,11/01/9999,520
P000000306,04/22/2009,11/02/9999,670
P000000307,04/22/2009,11/03/9999,110
P000000308,04/23/2009,11/04/9999,590
P000000309,04/23/2009,11/05/9999,220
P000000310,04/24/2009,11/06/9999,200
P000000311,04/24/2009,11/07/9999,780
P000000312,04/25/2009,11/08/9999,410
P000000313,04/25/2009,11/09/9999,210
P000000314,04/25/2009,11/10/9999,370
P000000315,04/26/2009,11/11/9999,900
P000000316,04/26/2009,11/12/9999,270
P000000317,04/26/2009,11/13/9999,170
P000000318,04/27/2009,11/14/9999,330
P000000319,04/27/2009,11/15/9999,800
P000000320,04/28/2009,11/16/9999,240
P000000321,04/28/2009,11/17/9999,1160
P000000322,04/28/2009,11/18/9999,580
P000000323,04/28/2009,11/19/9999,950
P000000324,04/28/2009,11/20/9999,1400
P000000325,04/29/2009,11/21/9999,470
P000000326,04/29/2009,11/22/9999,860
P000000327,04/30/2009,11/23/9999,230
P000000328,04/30/2009,11/24/9999,570
P000000329,04/30/2009,11/25/9999,790
P000000330,04/30/2009,11/26/9999,340
P000000331,05/01/2009,11/27/9999,400
P000000332,05/01/2009,11/28/9999,420
P000000333,05/02/2009,11/29/9999,860
P000000334,05/02/2009,11/30/9999,740
P000000335,05/02/2009,12/01/9999,550
P000000336,05/03/2009,12/02/9999,430
P000000337,05/03/2009,12/03/9999,370
P000000338,05/03/2009,12/04/9999,660
P000000339,05/04/2009,12/05/9999,970
P000000340,05/04/2009,12/06/9999,600
P000000341,05/05/2009,12/07/9999,650
P000000342,05/05/2009,12/08/9999,640
P000000343,05/06/2009,12/09/9999,990
P000000344,05/06/2009,12/10/9999,340
P000000345,05/06/2009,12/11/9999,660
P000000346,05/07/2009,12/12/9999,280
P000000347,05/07/2009,12/13/9999,290
P000000348,05/08/2009,12/14/9999,360
P000000349,05/08/2009,12/15/9999,350
P000000350,05/08/2009,12/16/9999,640
P000000351,05/09/2009,12/17/9999,170
P000000352,05/10/2009,12/18/9999,780
P000000353,05/11/2009,12/19/9999,290
P000000354,05/11/2009,12/20/9999,640
P000000355,05/11/2009,12/21/9999,2000
P000000356,05/12/2009,12/22/9999,680
P000000357,05/12/2009,12/23/9999,610
P000000358,05/12/2009,12/24/9999,660
P000000359,05/13/2009,12/25/9999,340
P000000360,05/13/2009,12/26/9999,820
P000000361,05/13/2009,12/27/9999,950
P000000362,05/14/2009,12/28/9999,690
P000000363,05/14/2009,12/29/9999,940
P000000364,05/14/2009,12/30/9999,230
P000000365,05/16/2009,12/31/9999,660
P000000366,05/16/2009,01/01/9999,140
P000000367,05/17/2009,01/01/9999,810
P000000368,05/17/2009,01/01/9999,940
P000000369,05/17/2009,01/01/9999,800
P000000370,05/18/2009,01/01/9999,930
P000000371,05/18/2009,01/01/9999,730
P000000372,05/18/2009,01/01/9999,720
P000000373,05/19/2009,01/01/9999,680
P000000374,05/19/2009,01/01/9999,200
P000000375,05/19/2009,01/01/9999,320
P000000376,05/19/2009,01/01/9999,230
P000000377,05/19/2009,01/01/9999,180
P000000378,05/22/2009,01/01/9999,620
P000000379,05/23/2009,01/01/9999,670
P000000380,05/23/2009,01/01/9999,890
P000000381,05/24/2009,01/01/9999,130
P000000382,05/25/2009,01/01/9999,110
P000000383,05/26/2009,01/01/9999,480
P000000384,05/26/2009,01/01/9999,730
P000000385,05/26/2009,01/01/9999,830
P000000386,05/27/2009,01/01/9999,560
P000000387,05/27/2009,01/01/9999,490
P000000388,05/27/2009,01/01/9999,590
P000000389,05/28/2009,01/01/9999,850
P000000390,05/28/2009,01/01/9999,170
P000000391,05/28/2009,01/01/9999,450
P000000392,05/28/2009,01/01/9999,210
P000000393,05/29/2009,01/01/9999,250
P000000394,05/29/2009,01/01/9999,100
P000000395,05/29/2009,01/01/9999,240
P000000396,05/30/2009,01/01/9999,550
P000000397,05/30/2009,01/01/9999,210
P000000398,05/30/2009,01/01/9999,350
P000000399,05/30/2009,01/01/9999,540
P000000400,05/30/2009,01/01/9999,440
P000000401,05/31/2009,01/01/9999,370
P000000402,05/31/2009,01/01/9999,570
P000000403,05/31/2009,01/01/9999,630
P000000404,06/01/2009,01/01/9999,200
P000000405,06/01/2009,01/01/9999,420
P000000406,06/01/2009,01/01/9999,990
P000000407,06/01/2009,01/01/9999,910
P000000408,06/01/2009,01/01/9999,300
P000000409,06/01/2009,01/01/9999,450
P000000410,06/01/2009,01/01/9999,7900
P000000411,06/02/2009,01/01/9999,6600
P000000412,06/03/2009,01/01/9999,4360
P000000413,06/04/2009,01/01/9999,8600
P000000414,06/04/2009,01/01/9999,8060
P000000415,06/05/2009,01/01/9999,6200
P000000416,06/05/2009,01/01/9999,11000
P000000417,06/05/2009,01/01/9999,5200
P000000418,06/05/2009,01/01/9999,4500
P000000419,06/05/2009,01/01/9999,9500
P000000420,06/05/2009,01/01/9999,6800
P000000421,06/06/2009,01/01/9999,5970
P000000422,06/07/2009,01/01/9999,8790
P000000423,06/08/2009,01/01/9999,8430
P000000424,06/08/2009,01/01/9999,8000
P000000425,06/08/2009,01/01/9999,5300
P000000426,06/08/2009,01/01/9999,5200
P000000427,06/10/2009,01/01/9999,1900
P000000428,06/10/2009,01/01/9999,7460
P000000429,06/11/2009,01/01/9999,9000
P000000430,06/12/2009,01/01/9999,670
P000000431,06/12/2009,01/01/9999,210
P000000432,06/12/2009,01/01/9999,740
P000000433,06/12/2009,01/01/9999,580
P000000434,06/12/2009,01/01/9999,990
P000000435,06/12/2009,01/01/9999,950
P000000436,06/13/2009,01/01/9999,840
P000000437,06/13/2009,01/01/9999,1210
P000000438,06/14/2009,01/01/9999,580
P000000439,06/14/2009,01/01/9999,270
P000000440,06/14/2009,01/01/9999,1380
P000000441,06/14/2009,01/01/9999,3330
P000000442,06/15/2009,01/01/9999,1660
P000000443,06/15/2009,01/01/9999,1510
P000000444,06/15/2009,01/01/9999,2260
P000000445,06/17/2009,01/01/9999,2900
P000000446,06/17/2009,01/01/9999,5310
P000000447,06/18/2009,01/01/9999,7530
P000000448,06/18/2009,01/01/9999,2740
P000000449,06/19/2009,01/01/9999,2850
P000000450,06/20/2009,01/01/9999,840
P000000451,06/20/2009,01/01/9999,510
P000000452,06/20/2009,01/01/9999,940
P000000453,06/20/2009,01/01/9999,980
P000000454,06/21/2009,01/01/9999,870
P000000455,06/21/2009,01/01/9999,720
P000000456,06/21/2009,01/01/9999,730
P000000457,06/22/2009,01/01/9999,900
P000000458,06/22/2009,01/01/9999,340
P000000459,06/23/2009,01/01/9999,530
P000000460,06/23/2009,01/01/9999,3300
P000000461,06/23/2009,01/01/9999,18000
P000000462,06/23/2009,01/01/9999,8600
P000000463,06/23/2009,01/01/9999,9200
P000000464,06/24/2009,01/01/9999,3130
P000000465,06/24/2009,01/01/9999,2800
P000000466,06/24/2009,01/01/9999,2300
P000000467,06/25/2009,01/01/9999,8600
P000000468,06/25/2009,01/01/9999,4000
P000000469,06/26/2009,01/01/9999,4500
P000000470,06/27/2009,01/01/9999,5800
P000000471,06/27/2009,01/01/9999,6500
P000000472,06/28/2009,01/01/9999,5100
P000000473,06/28/2009,01/01/9999,8900
P000000474,06/28/2009,01/01/9999,1830
P000000475,06/28/2009,01/01/9999,8900
P000000476,06/28/2009,01/01/9999,7700
P000000477,06/29/2009,01/01/9999,4230
P000000478,06/29/2009,01/01/9999,8310
P000000479,06/30/2009,01/01/9999,6900
P000000480,06/30/2009,01/01/9999,260
P000000481,07/02/2009,01/01/9999,590
P000000482,07/03/2009,01/01/9999,550
P000000483,07/03/2009,01/01/9999,400
P000000484,07/04/2009,01/01/9999,740
P000000485,07/04/2009,01/01/9999,480
P000000486,07/04/2009,01/01/9999,770
P000000487,07/04/2009,01/01/9999,110
P000000488,07/04/2009,01/01/9999,120
P000000489,07/04/2009,01/01/9999,580
P000000490,07/04/2009,01/01/9999,760
P000000491,07/05/2009,01/01/9999,1680
P000000492,07/06/2009,01/01/9999,870
P000000493,07/06/2009,01/01/9999,450
P000000494,07/06/2009,01/01/9999,650
P000000495,07/06/2009,01/01/9999,600
P000000496,07/06/2009,01/01/9999,470
P000000497,07/07/2009,01/01/9999,650
P000000498,07/07/2009,01/01/9999,520
P000000499,07/08/2009,01/01/9999,690
P000000500,07/08/2009,01/01/9999,540
P000000501,07/08/2009,01/01/9999,810
P000000502,07/08/2009,01/01/9999,910
P000000503,07/09/2009,01/01/9999,130
P000000504,07/09/2009,01/01/9999,230
P000000505,07/09/2009,01/01/9999,910
P000000506,07/09/2009,01/01/9999,230
P000000507,07/09/2009,01/01/9999,120
P000000508,07/09/2009,01/01/9999,390
P000000509,07/09/2009,01/01/9999,490
P000000510,07/10/2009,01/01/9999,330
P000000511,07/10/2009,01/01/9999,280
P000000512,07/10/2009,01/01/9999,820
P000000513,07/10/2009,01/01/9999,800
P000000514,07/11/2009,01/01/9999,1900
P000000515,07/11/2009,01/01/9999,1720
P000000516,07/12/2009,01/01/9999,760
P000000517,07/12/2009,01/01/9999,1450
P000000518,07/12/2009,01/01/9999,1720
P000000519,07/12/2009,01/01/9999,290
P000000520,07/12/2009,01/01/9999,490
P000000521,07/13/2009,01/01/9999,590
P000000522,07/13/2009,01/01/9999,670
P000000523,07/14/2009,01/01/9999,970
P000000524,07/14/2009,01/01/9999,600
P000000525,07/14/2009,01/01/9999,340
P000000526,07/14/2009,01/01/9999,960
P000000527,07/15/2009,01/01/9999,660
P000000528,07/15/2009,01/01/9999,590
P000000529,07/16/2009,01/01/9999,370
P000000530,07/17/2009,01/01/9999,680
P000000531,07/17/2009,01/01/9999,700
P000000532,07/17/2009,01/01/9999,310
P000000533,07/17/2009,01/01/9999,640
P000000534,07/17/2009,01/01/9999,280
P000000535,07/17/2009,01/01/9999,940
P000000536,07/17/2009,01/01/9999,420
P000000537,07/17/2009,01/01/9999,180
P000000538,07/18/2009,01/01/9999,990
P000000539,07/18/2009,01/01/9999,250
P000000540,07/19/2009,01/01/9999,210
P000000541,07/19/2009,01/01/9999,630
P000000542,07/19/2009,01/01/9999,950
P000000543,07/19/2009,01/01/9999,120
P000000544,07/22/2009,01/01/9999,620
P000000545,07/22/2009,01/01/9999,650
P000000546,07/22/2009,01/01/9999,700
P000000547,07/22/2009,01/01/9999,420
P000000548,07/23/2009,01/01/9999,990
P000000549,07/23/2009,01/01/9999,460
P000000550,07/24/2009,01/01/9999,810
P000000551,07/24/2009,01/01/9999,890
P000000552,07/24/2009,01/01/9999,640
P000000553,07/25/2009,01/01/9999,440
P000000554,07/25/2009,01/01/9999,530
P000000555,07/26/2009,01/01/9999,770
P000000556,07/27/2009,01/01/9999,390
P000000557,07/29/2009,01/01/9999,460
P000000558,07/29/2009,01/01/9999,530
P000000559,07/29/2009,01/01/9999,570
P000000560,07/30/2009,01/01/9999,850
P000000561,07/30/2009,01/01/9999,110
P000000562,07/31/2009,01/01/9999,670
P000000563,08/01/2009,01/01/9999,520
P000000564,08/01/2009,01/01/9999,480
P000000565,08/02/2009,01/01/9999,420
P000000566,08/02/2009,01/01/9999,950
P000000567,08/02/2009,01/01/9999,240
P000000568,08/03/2009,01/01/9999,460
P000000569,08/03/2009,01/01/9999,440
P000000570,08/03/2009,01/01/9999,480
P000000571,08/03/2009,01/01/9999,370
P000000572,08/04/2009,01/01/9999,650
P000000573,08/05/2009,01/01/9999,330
P000000574,08/05/2009,01/01/9999,430
P000000575,08/05/2009,01/01/9999,420
P000000576,08/06/2009,01/01/9999,860
P000000577,08/06/2009,01/01/9999,210
P000000578,08/06/2009,01/01/9999,470
P000000579,08/06/2009,01/01/9999,260
P000000580,08/07/2009,01/01/9999,760
P000000581,08/08/2009,01/01/9999,870
P000000582,08/08/2009,01/01/9999,880
P000000583,08/08/2009,01/01/9999,350
P000000584,08/09/2009,01/01/9999,690
P000000585,08/09/2009,01/01/9999,530
P000000586,08/09/2009,01/01/9999,920
P000000587,08/09/2009,01/01/9999,630
P000000588,08/09/2009,01/01/9999,390
P000000589,08/10/2009,01/01/9999,330
P000000590,08/11/2009,01/01/9999,210
P000000591,08/11/2009,01/01/9999,820
P000000592,08/11/2009,01/01/9999,570
P000000593,08/12/2009,01/01/9999,870
P000000594,08/12/2009,01/01/9999,570
P000000595,08/12/2009,01/01/9999,840
P000000596,08/12/2009,01/01/9999,820
P000000597,08/13/2009,01/01/9999,420
P000000598,08/13/2009,01/01/9999,670
P000000599,08/13/2009,01/01/9999,560
P000000600,08/13/2009,01/01/9999,840
P000000601,08/13/2009,01/01/9999,730
P000000602,08/13/2009,01/01/9999,530
P000000603,08/14/2009,01/01/9999,130
P000000604,08/15/2009,01/01/9999,640
P000000605,08/15/2009,01/01/9999,400
P000000606,08/16/2009,01/01/9999,830
P000000607,08/16/2009,01/01/9999,340
P000000608,08/16/2009,01/01/9999,530
P000000609,08/17/2009,01/01/9999,860
P000000610,08/17/2009,01/01/9999,710
P000000611,08/18/2009,01/01/9999,650
P000000612,08/18/2009,01/01/9999,650
P000000613,08/18/2009,01/01/9999,850
P000000614,08/18/2009,01/01/9999,200
P000000615,08/18/2009,01/01/9999,630
P000000616,08/19/2009,01/01/9999,190
P000000617,08/19/2009,01/01/9999,490
P000000618,08/20/2009,01/01/9999,730
P000000619,08/21/2009,01/01/9999,660
P000000620,08/21/2009,01/01/9999,800
P000000621,08/22/2009,01/01/9999,530
P000000622,08/23/2009,01/01/9999,350
P000000623,08/23/2009,01/01/9999,780
P000000624,08/23/2009,01/01/9999,300
P000000625,08/23/2009,01/01/9999,630
P000000626,08/24/2009,01/01/9999,960
P000000627,08/24/2009,01/01/9999,370
P000000628,08/24/2009,01/01/9999,630
P000000629,08/24/2009,01/01/9999,670
P000000630,08/25/2009,01/01/9999,460
P000000631,08/26/2009,01/01/9999,5800
P000000632,08/26/2009,01/01/9999,6200
P000000633,08/26/2009,01/01/9999,5110
P000000634,08/26/2009,01/01/9999,3900
P000000635,08/26/2009,01/01/9999,780
P000000636,08/27/2009,01/01/9999,5500
P000000637,08/27/2009,01/01/9999,2400
P000000638,08/27/2009,01/01/9999,3690
P000000639,08/28/2009,01/01/9999,2740
P000000640,08/28/2009,01/01/9999,1100
P000000641,08/28/2009,01/01/9999,940
P000000642,08/28/2009,01/01/9999,750
P000000643,08/28/2009,01/01/9999,440
P000000644,08/29/2009,01/01/9999,920
P000000645,08/29/2009,01/01/9999,400
P000000646,08/30/2009,01/01/9999,970
P000000647,08/30/2009,01/01/9999,770
P000000648,08/30/2009,01/01/9999,470
P000000649,08/30/2009,01/01/9999,240
P000000650,08/31/2009,01/01/9999,500
P000000651,09/01/2009,01/01/9999,710
P000000652,09/01/2009,01/01/9999,630
P000000653,09/02/2009,01/01/9999,260
P000000654,09/02/2009,01/01/9999,940
P000000655,09/02/2009,01/01/9999,550
P000000656,09/03/2009,01/01/9999,500
P000000657,09/03/2009,01/01/9999,640
P000000658,09/03/2009,01/01/9999,410
