109,5260,000000000000000191
110,580,000000000000000198
111,12890,000000000000000199
112,2400,000000000000000202
113,1310,000000000000000203
114,3380,000000000000000205
115,-20000,000000000000000206
116,2110,000000000000000206
117,3090,000000000000000208
118,840,000000000000000209
119,2550,000000000000000210
120,330,000000000000000211
121,4700,000000000000000212
122,340,000000000000000213
123,760,000000000000000214
124,800,000000000000000216
125,2400,000000000000000218
126,4320,000000000000000219
127,14120,000000000000000221
128,2380,000000000000000223
129,460,000000000000000225
130,4100,000000000000000226
131,880,000000000000000231
132,42120,000000000000000234
133,21150,000000000000000239
134,3530,000000000000000240
135,720,000000000000000241
136,990,000000000000000242
137,10610,000000000000000243
138,1210,000000000000000244
139,480,000000000000000249
140,4200,000000000000000251
141,17260,000000000000000253
142,2000,000000000000000255
143,13200,000000000000000256
144,190,000000000000000258
145,840,000000000000000260
146,21880,000000000000000261
147,2500,000000000000000263
148,720,000000000000000264
149,7130,000000000000000265
150,800,000000000000000266
151,1220,000000000000000268
152,400,000000000000000269
153,480,000000000000000270
154,4740,000000000000000272
155,2040,000000000000000274
156,8620,000000000000000276
157,15350,000000000000000278
158,1690,000000000000000279
159,1280,000000000000000282
160,9380,000000000000000284
161,4080,000000000000000285
162,480,000000000000000286
163,1060,000000000000000287
164,13200,000000000000000295
165,5200,000000000000000296
166,780,000000000000000297
167,3460,000000000000000298
168,1940,000000000000000299
169,320,000000000000000306
170,440,000000000000000307
171,240,000000000000000309
172,1220,000000000000000311
173,12400,000000000000000312
174,23500,000000000000000313
175,910,000000000000000314
176,1660,000000000000000315
177,120,000000000000000316
178,1320,000000000000000318
179,1680,000000000000000319
180,600,000000000000000320
181,6670,000000000000000323
182,8030,000000000000000324
183,12340,000000000000000326
184,810,000000000000000327
185,1420,000000000000000328
186,1180,000000000000000329
187,860,000000000000000331
188,900,000000000000000332
189,5310,000000000000000334
190,3710,000000000000000335
191,11680,000000000000000336
192,-20000,000000000000000339
193,50010,000000000000000339
194,2850,000000000000000342
195,3440,000000000000000346
196,5800,000000000000000347
197,8800,000000000000000349
198,680,000000000000000351
199,3680,000000000000000352
200,610,000000000000000353
201,-30000,000000000000000354
202,6970,000000000000000354
203,620,000000000000000356
204,2430,000000000000000357
205,870,000000000000000360
206,260,000000000000000364
207,1560,000000000000000365
208,7330,000000000000000366
209,570,000000000000000367
210,270,000000000000000368
211,-50000,000000000000000369
212,1200,000000000000000369
213,17160,000000000000000370
214,-10000,000000000000000372
215,1440,000000000000000372
216,17600,000000000000000373
217,18700,000000000000000375
218,1720,000000000000000376
219,10800,000000000000000378
220,14030,000000000000000380
221,2080,000000000000000381
222,30440,000000000000000382
223,260,000000000000000385
224,5790,000000000000000387
225,470,000000000000000388
226,-20000,000000000000000391
227,1760,000000000000000391
228,600,000000000000000398
229,1200,000000000000000399
230,6520,000000000000000401
231,1910,000000000000000402
232,2510,000000000000000406
233,1300,000000000000000408
234,870,000000000000000409
235,620,000000000000000410
236,860,000000000000000411
237,4900,000000000000000412
238,-20000,000000000000000413
239,25350,000000000000000413
240,4110,000000000000000414
241,620,000000000000000415
242,2510,000000000000000417
243,5900,000000000000000418
244,4400,000000000000000419
245,3380,000000000000000420
246,4120,000000000000000422
247,1840,000000000000000423
248,890,000000000000000425
249,3350,000000000000000426
250,17600,000000000000000427
251,4100,000000000000000430
252,12200,000000000000000437
253,3200,000000000000000438
254,740,000000000000000439
255,420,000000000000000444
256,17200,000000000000000445
257,130,000000000000000446
258,3850,000000000000000448
259,3000,000000000000000450
260,660,000000000000000451
261,7860,000000000000000454
262,1740,000000000000000457
263,2300,000000000000000462
264,12240,000000000000000465
265,3480,000000000000000466
266,900,000000000000000467
267,300,000000000000000468
268,1720,000000000000000469
269,3310,000000000000000470
270,9740,000000000000000471
271,3870,000000000000000473
272,340,000000000000000474
273,10600,000000000000000477
274,-20000,000000000000000478
275,13400,000000000000000478
276,630,000000000000000481
277,12170,000000000000000482
278,7560,000000000000000486
279,2380,000000000000000489
280,5540,000000000000000490
281,13430,000000000000000491
282,4150,000000000000000492
283,2280,000000000000000493
284,1080,000000000000000495
285,3900,000000000000000496
286,1240,000000000000000497
287,1340,000000000000000498
288,860,000000000000000499
289,-15000,000000000000000500
290,1310,000000000000000500
291,11640,000000000000000504
292,100,000000000000000507
293,8400,000000000000000510
294,1900,000000000000000511
295,5800,000000000000000512
296,-20000,000000000000000514
297,920,000000000000000514
298,14450,000000000000000515
299,14870,000000000000000516
300,2840,000000000000000517
301,690,000000000000000518
302,-10000,000000000000000519
303,34550,000000000000000519
304,13900,000000000000000520
305,1240,000000000000000522
306,740,000000000000000524
307,550,000000000000000528
308,3520,000000000000000531
309,-25000,000000000000000532
310,900,000000000000000532
311,47360,000000000000000534
312,3680,000000000000000535
313,-10000,000000000000000539
314,18990,000000000000000539
315,1320,000000000000000540
316,55080,000000000000000542
317,-10000,000000000000000543
318,1530,000000000000000543
319,740,000000000000000546
320,6800,000000000000000547
321,1650,000000000000000548
322,7060,000000000000000549
323,700,000000000000000551
324,1700,000000000000000552
325,1340,000000000000000559
326,13810,000000000000000560
327,750,000000000000000561
328,-30000,000000000000000565
329,500,000000000000000565
330,3690,000000000000000566
331,12520,000000000000000571
332,3660,000000000000000574
333,8670,000000000000000575
334,200,000000000000000576
335,2690,000000000000000577
336,570,000000000000000578
337,-50000,000000000000000579
338,1500,000000000000000579
339,740,000000000000000580
340,1660,000000000000000581
341,-10000,000000000000000583
342,390,000000000000000583
343,18400,000000000000000586
344,590,000000000000000589
345,28060,000000000000000590
346,1140,000000000000000591
347,710,000000000000000594
348,23240,000000000000000596
349,190,000000000000000599
350,9190,000000000000000600
351,120,000000000000000601
352,66140,000000000000000605
353,3870,000000000000000607
354,540,000000000000000609
355,2600,000000000000000610
356,190,000000000000000611
357,420,000000000000000612
358,31860,000000000000000613
359,11910,000000000000000614
360,1720,000000000000000615
361,2610,000000000000000616
362,4080,000000000000000619
363,660,000000000000000620
364,-13000,000000000000000621
365,1580,000000000000000622
366,9820,000000000000000623
367,7400,000000000000000624
368,4360,000000000000000626
369,3770,000000000000000632
370,8380,000000000000000635
371,1340,000000000000000637
372,45640,000000000000000638
373,1340,000000000000000640
374,-20000,000000000000000642
375,520,000000000000000642
376,3480,000000000000000644
377,19680,000000000000000647
378,1380,000000000000000649
379,800,000000000000000653
380,-10000,000000000000000654
381,1220,000000000000000654
382,11460,000000000000000655
383,4750,000000000000000657
384,510,000000000000000658
385,2300,000000000000000659
386,1450,000000000000000663
387,390,000000000000000664
388,41000,000000000000000666
389,7560,000000000000000670
390,7200,000000000000000671
391,-15000,000000000000000673
392,2530,000000000000000673
393,1500,000000000000000674
394,2780,000000000000000677
395,1160,000000000000000678
396,12600,000000000000000683
397,630,000000000000000686
398,1940,000000000000000687
399,1740,000000000000000689
400,1540,000000000000000690
401,9960,000000000000000691
402,590,000000000000000696
403,15200,000000000000000697
404,690,000000000000000698
405,-10000,000000000000000699
406,780,000000000000000699
407,6400,000000000000000700
408,3150,000000000000000702
409,1140,000000000000000703
410,-20000,000000000000000704
411,800,000000000000000704
412,2020,000000000000000705
413,37120,000000000000000706
414,2690,000000000000000707
415,3120,000000000000000708
416,4100,000000000000000710
417,1950,000000000000000711
418,400,000000000000000712
419,3160,000000000000000713
420,13400,000000000000000715
421,-40000,000000000000000716
422,310,000000000000000716
423,23660,000000000000000717
424,480,000000000000000718
425,-20000,000000000000000720
426,4400,000000000000000720
427,1140,000000000000000721
428,11890,000000000000000724
429,1560,000000000000000726
430,1380,000000000000000728
431,9310,000000000000000729
432,2700,000000000000000731
433,2740,000000000000000732
434,2520,000000000000000733
435,2950,000000000000000736
436,260,000000000000000739
437,47810,000000000000000741
438,2000,000000000000000744
439,7620,000000000000000745
440,-20000,000000000000000746
441,790,000000000000000746
442,58230,000000000000000748
443,860,000000000000000750
444,-70000,000000000000000753
445,3300,000000000000000753
446,28860,000000000000000757
447,9350,000000000000000759
448,4000,000000000000000760
449,12280,000000000000000761
450,120,000000000000000762
451,9620,000000000000000763
452,-20000,000000000000000764
453,210,000000000000000764
454,16620,000000000000000766
455,1900,000000000000000767
456,-50000,000000000000000769
457,6160,000000000000000769
458,2040,000000000000000770
459,990,000000000000000772
460,1380,000000000000000773
461,3620,000000000000000775
462,1620,000000000000000776
463,2390,000000000000000779
464,6410,000000000000000780
465,-20000,000000000000000784
466,1480,000000000000000784
467,1560,000000000000000787
468,3520,000000000000000789
469,6510,000000000000000790
470,1730,000000000000000791
471,1300,000000000000000792
472,1900,000000000000000793
473,-40000,000000000000000795
474,44430,000000000000000795
475,1680,000000000000000796
476,1200,000000000000000797
477,580,000000000000000799
478,14580,000000000000000800
479,29930,000000000000000804
480,240,000000000000000806
481,6580,000000000000000807
482,11850,000000000000000808
483,4280,000000000000000809
484,1030,000000000000000811
485,-30000,000000000000000812
486,2120,000000000000000812
487,3360,000000000000000814
488,3620,000000000000000815
489,45150,000000000000000816
490,2550,000000000000000817
491,10440,000000000000000820
492,5520,000000000000000821
493,2660,000000000000000822
494,6190,000000000000000825
495,160,000000000000000829
496,1900,000000000000000833
497,150,000000000000000834
498,4260,000000000000000835
499,2000,000000000000000836
500,340,000000000000000837
501,240,000000000000000838
502,5240,000000000000000839
503,-15000,000000000000000841
504,730,000000000000000841
505,27810,000000000000000842
506,30150,000000000000000843
507,3540,000000000000000845
508,11510,000000000000000848
509,15930,000000000000000850
510,440,000000000000000851
511,4000,000000000000000852
512,18660,000000000000000854
513,1620,000000000000000856
514,1060,000000000000000859
515,4100,000000000000000862
516,-20000,000000000000000869
517,3060,000000000000000869
518,940,000000000000000871
519,1960,000000000000000877
520,12900,000000000000000878
521,440,000000000000000879
522,4550,000000000000000881
523,18240,000000000000000882
524,3080,000000000000000883
525,2400,000000000000000884
526,7140,000000000000000885
527,-50000,000000000000000887
528,2760,000000000000000887
529,460,000000000000000888
530,2320,000000000000000890
531,26000,000000000000000891
532,9200,000000000000000892
533,10140,000000000000000893
534,6100,000000000000000894
535,1800,000000000000000895
536,-50000,000000000000000897
537,4940,000000000000000897
538,3770,000000000000000899
539,6500,000000000000000902
540,810,000000000000000905
541,17460,000000000000000907
542,22440,000000000000000910
543,8140,000000000000000916
544,7720,000000000000000918
545,6790,000000000000000919
546,-10000,000000000000000920
547,680,000000000000000920
548,20520,000000000000000921
549,1000,000000000000000922
550,2680,000000000000000926
551,1180,000000000000000927
552,3750,000000000000000929
553,4070,000000000000000930
554,17840,000000000000000932
555,9860,000000000000000933
556,-10000,000000000000000934
557,4470,000000000000000934
558,15050,000000000000000935
559,7480,000000000000000936
560,520,000000000000000937
561,2540,000000000000000940
562,600,000000000000000942
563,1720,000000000000000943
564,2700,000000000000000944
565,7930,000000000000000945
566,54000,000000000000000946
567,990,000000000000000948
568,-50000,000000000000000949
569,200,000000000000000949
570,5050,000000000000000950
571,14850,000000000000000952
572,16860,000000000000000953
573,2070,000000000000000954
574,4630,000000000000000957
575,790,000000000000000958
576,1360,000000000000000961
577,11770,000000000000000962
578,-15000,000000000000000964
579,2520,000000000000000964
580,760,000000000000000965
581,2370,000000000000000966
582,810,000000000000000969
583,300,000000000000000970
584,3950,000000000000000972
585,4370,000000000000000975
586,1830,000000000000000977
587,2080,000000000000000980
588,6790,000000000000000985
589,7220,000000000000000986
590,1680,000000000000000990
591,680,000000000000000991
592,2670,000000000000000992
593,200,000000000000000993
594,7360,000000000000000994
595,8060,000000000000001000
596,560,000000000000001001
597,-100000,000000000000001003
598,3020,000000000000001003
599,2870,000000000000001004
600,7520,000000000000001005
601,1310,000000000000001010
602,2640,000000000000001011
603,7650,000000000000001019
604,800,000000000000001022
605,14800,000000000000001024
606,3200,000000000000001025
607,2950,000000000000001026
608,-10000,000000000000001027
609,780,000000000000001027
610,11670,000000000000001032
611,1180,000000000000001034
612,2700,000000000000001035
613,11670,000000000000001038
614,1420,000000000000001040
615,3540,000000000000001042
616,15580,000000000000001044
617,12190,000000000000001047
618,-10000,000000000000001048
619,480,000000000000001048
620,20470,000000000000001049
621,11240,000000000000001050
622,800,000000000000001054
623,5360,000000000000001055
624,1500,000000000000001056
625,7920,000000000000001061
626,1050,000000000000001062
627,690,000000000000001064
628,6700,000000000000001065
629,-10000,000000000000001068
630,1080,000000000000001068
631,670,000000000000001069
632,-20000,000000000000001070
633,1000,000000000000001070
634,13700,000000000000001071
635,7700,000000000000001072
636,800,000000000000001076
637,1920,000000000000001077
638,-30000,000000000000001078
639,210,000000000000001078
640,5490,000000000000001079
641,430,000000000000001081
642,480,000000000000001085
643,840,000000000000001087
644,3960,000000000000001089
645,15250,000000000000001090
646,12600,000000000000001098
647,19400,000000000000001099
648,1500,000000000000001100
649,1180,000000000000001101
650,10340,000000000000001102
651,5900,000000000000001103
652,15440,000000000000001105
653,1380,000000000000001108
654,4250,000000000000001109
655,-10000,000000000000001110
656,860,000000000000001110
657,4740,000000000000001111
658,35920,000000000000001112
659,21580,000000000000001115
660,1460,000000000000001121
661,800,000000000000001122
662,1990,000000000000001123
663,240,000000000000001125
664,13260,000000000000001126
665,-20000,000000000000001129
666,3700,000000000000001129
667,34000,000000000000001132
668,260,000000000000001136
669,1650,000000000000001137
670,1920,000000000000001138
671,240,000000000000001139
672,4920,000000000000001141
673,3280,000000000000001151
674,2220,000000000000001153
675,4520,000000000000001154
676,760,000000000000001156
677,1170,000000000000001160
678,10060,000000000000001161
679,-10000,000000000000001162
680,490,000000000000001162
681,-50000,000000000000001164
682,1820,000000000000001164
683,1080,000000000000001165
684,1520,000000000000001169
685,21840,000000000000001170
686,11860,000000000000001172
687,500,000000000000001175
688,480,000000000000001176
689,-20000,000000000000001178
690,370,000000000000001178
691,6490,000000000000001179
692,3000,000000000000001180
693,-10000,000000000000001183
694,1340,000000000000001183
695,900,000000000000001185
696,2420,000000000000001187
697,3710,000000000000001188
698,6770,000000000000001189
699,-10000,000000000000001193
700,5060,000000000000001193
701,300,000000000000001194
702,3700,000000000000001197
703,11040,000000000000001198
704,780,000000000000001199
705,550,000000000000001200
706,48720,000000000000001207
707,2350,000000000000001209
708,-20000,000000000000001210
709,3090,000000000000001210
710,4800,000000000000001211
711,33920,000000000000001216
712,1010,000000000000001217
713,480,000000000000001218
714,320,000000000000001219
715,19420,000000000000001223
716,-10000,000000000000001229
717,1460,000000000000001229
718,1260,000000000000001230
719,12630,000000000000001231
720,15060,000000000000001232
721,5640,000000000000001236
722,10380,000000000000001240
723,4770,000000000000001244
724,1140,000000000000001245
725,25500,000000000000001249
726,17200,000000000000001252
727,840,000000000000001255
728,2400,000000000000001259
729,1160,000000000000001263
730,9200,000000000000001265
731,1360,000000000000001269
732,-10000,000000000000001272
733,680,000000000000001272
734,6910,000000000000001276
735,14400,000000000000001277
736,5340,000000000000001279
737,50590,000000000000001281
738,750,000000000000001284
739,420,000000000000001289
740,11430,000000000000001290
741,1720,000000000000001292
742,6000,000000000000001293
743,36040,000000000000001295
744,13520,000000000000001299
745,1410,000000000000001301
746,620,000000000000001305
747,13020,000000000000001306
748,-10000,000000000000001307
749,380,000000000000001307
750,530,000000000000001308
751,9840,000000000000001310
752,2500,000000000000001314
753,360,000000000000001317
754,1290,000000000000001319
755,3530,000000000000001320
756,1080,000000000000001321
757,1950,000000000000001322
758,980,000000000000001327
759,3760,000000000000001331
760,3760,000000000000001332
761,1900,000000000000001335
762,34230,000000000000001338
763,2790,000000000000001343
764,-10000,000000000000001344
765,8120,000000000000001344
766,4210,000000000000001346
767,790,000000000000001347
768,-20000,000000000000001348
769,3400,000000000000001348
770,6840,000000000000001350
771,880,000000000000001351
772,2620,000000000000001355
773,560,000000000000001357
774,240,000000000000001359
775,560,000000000000001360
776,900,000000000000001362
777,2800,000000000000001369
778,1380,000000000000001371
779,340,000000000000001373
780,580,000000000000001375
781,1070,000000000000001377
782,330,000000000000001378
783,-30000,000000000000001380
784,6620,000000000000001380
785,3830,000000000000001382
786,5460,000000000000001385
787,13100,000000000000001386
788,670,000000000000001388
789,-10000,000000000000001390
790,1760,000000000000001390
791,4250,000000000000001392
792,3920,000000000000001400
793,1800,000000000000001402
794,980,000000000000001403
795,9000,000000000000001404
796,560,000000000000001410
797,760,000000000000001412
798,4500,000000000000001414
799,22430,000000000000001418
800,520,000000000000001420
801,470,000000000000001421
802,17840,000000000000001422
803,9590,000000000000001424
804,6410,000000000000001426
805,1220,000000000000001428
806,-40000,000000000000001431
807,500,000000000000001431
808,8750,000000000000001432
809,1880,000000000000001434
810,1640,000000000000001435
811,1720,000000000000001437
812,8000,000000000000001438
813,-30000,000000000000001439
814,1140,000000000000001439
815,350,000000000000001441
816,3100,000000000000001445
817,300,000000000000001446
818,14580,000000000000001451
819,-40000,000000000000001453
820,8980,000000000000001453
821,2460,000000000000001455
822,6300,000000000000001456
823,-10000,000000000000001459
824,8020,000000000000001459
825,14740,000000000000001462
826,1360,000000000000001463
827,12580,000000000000001469
828,520,000000000000001470
829,2940,000000000000001471
830,9800,000000000000001473
831,5310,000000000000001476
832,1420,000000000000001479
833,9750,000000000000001483
834,-20000,000000000000001484
835,920,000000000000001484
836,15490,000000000000001488
837,1200,000000000000001491
838,1770,000000000000001492
839,990,000000000000001493
840,120,000000000000001498
841,-30000,000000000000001500
842,11750,000000000000001500
843,420,000000000000001501
844,3560,000000000000001503
845,780,000000000000001506
846,790,000000000000001509
847,450,000000000000001513
848,10680,000000000000001514
849,1490,000000000000001516
850,840,000000000000001517
851,280,000000000000001519
852,11700,000000000000001520
853,3900,000000000000001521
854,530,000000000000001524
855,1580,000000000000001533
856,1200,000000000000001534
857,4230,000000000000001536
858,4890,000000000000001538
859,5400,000000000000001540
860,4420,000000000000001542
861,1340,000000000000001546
862,5480,000000000000001547
863,28000,000000000000001548
864,2860,000000000000001550
865,990,000000000000001551
866,-50000,000000000000001555
867,2080,000000000000001555
868,1440,000000000000001559
869,480,000000000000001560
870,8310,000000000000001563
871,5780,000000000000001564
872,920,000000000000001565
873,980,000000000000001569
874,640,000000000000001571
875,320,000000000000001572
876,22440,000000000000001578
877,2740,000000000000001579
878,1730,000000000000001580
879,10960,000000000000001582
880,1130,000000000000001584
881,6850,000000000000001587
882,44980,000000000000001596
883,6050,000000000000001603
884,58330,000000000000001606
885,12010,000000000000001607
886,480,000000000000001608
887,4620,000000000000001610
888,8560,000000000000001612
889,9660,000000000000001614
890,5180,000000000000001615
891,25560,000000000000001616
892,20940,000000000000001619
893,340,000000000000001620
894,2790,000000000000001625
895,-10000,000000000000001626
896,3780,000000000000001626
897,3280,000000000000001627
898,2340,000000000000001629
899,740,000000000000001631
900,630,000000000000001632
901,7560,000000000000001634
902,-30000,000000000000001635
903,1060,000000000000001635
904,2750,000000000000001636
905,-20000,000000000000001637
906,220,000000000000001637
907,1740,000000000000001638
908,2200,000000000000001642
909,4980,000000000000001645
910,300,000000000000001647
911,880,000000000000001648
912,1820,000000000000001650
913,150,000000000000001651
914,10630,000000000000001656
915,-10000,000000000000001657
916,460,000000000000001657
917,3360,000000000000001658
918,1260,000000000000001660
919,710,000000000000001666
920,13200,000000000000001667
921,520,000000000000001668
922,1450,000000000000001669
923,4980,000000000000001672
924,25800,000000000000001673
925,740,000000000000001675
926,1740,000000000000001676
927,1420,000000000000001677
928,60000,000000000000001678
929,2760,000000000000001679
930,-10000,000000000000001680
931,1720,000000000000001680
932,360,000000000000001681
933,3350,000000000000001684
934,1060,000000000000001686
935,9840,000000000000001687
936,16470,000000000000001688
937,32960,000000000000001691
938,910,000000000000001692
939,-17000,000000000000001694
940,3800,000000000000001694
941,940,000000000000001697
942,1660,000000000000001698
943,3300,000000000000001699
944,1490,000000000000001700
945,25520,000000000000001701
946,570,000000000000001702
947,24780,000000000000001706
948,4300,000000000000001707
949,1700,000000000000001708
950,26260,000000000000001710
951,-10000,000000000000001711
952,600,000000000000001711
953,3360,000000000000001712
954,22450,000000000000001714
955,2000,000000000000001715
956,1040,000000000000001716
957,360,000000000000001717
958,6610,000000000000001720
959,980,000000000000001722
960,3900,000000000000001728
961,26800,000000000000001732
962,2050,000000000000001736
963,-40000,000000000000001737
964,740,000000000000001737
965,2580,000000000000001738
966,19220,000000000000001740
967,-10000,000000000000001743
968,4200,000000000000001743
969,10180,000000000000001746
970,3470,000000000000001749
971,2260,000000000000001750
972,10260,000000000000001751
973,32240,000000000000001753
974,780,000000000000001754
975,720,000000000000001758
976,1740,000000000000001759
977,1770,000000000000001763
978,-40000,000000000000001765
979,2360,000000000000001765
980,8890,000000000000001767
981,1170,000000000000001769
982,690,000000000000001772
983,6240,000000000000001775
984,120,000000000000001780
985,1180,000000000000001781
986,2200,000000000000001782
987,1440,000000000000001783
988,12150,000000000000001784
989,3780,000000000000001786
990,1780,000000000000001788
991,1980,000000000000001790
992,17840,000000000000001792
993,10130,000000000000001797
994,130,000000000000001799
995,1440,000000000000001800
996,7540,000000000000001801
997,-15000,000000000000001804
998,280,000000000000001804
999,500,000000000000001805
1000,950,000000000000001806
1001,8340,000000000000001807
1002,15400,000000000000001808
1003,3340,000000000000001810
1004,13380,000000000000001813
1005,2490,000000000000001814
1006,-10000,000000000000001817
1007,700,000000000000001817
1008,1720,000000000000001819
1009,2540,000000000000001821
1010,2540,000000000000001824
1011,13540,000000000000001825
1012,1160,000000000000001827
1013,19370,000000000000001828
1014,1260,000000000000001830
1015,1300,000000000000001831
1016,7830,000000000000001832
1017,14190,000000000000001837
1018,170,000000000000001838
1019,-60000,000000000000001839
1020,2690,000000000000001839
1021,4760,000000000000001840
1022,8660,000000000000001841
1023,13000,000000000000001842
1024,3280,000000000000001843
1025,860,000000000000001847
1026,40800,000000000000001850
1027,26650,000000000000001851
1028,1560,000000000000001852
1029,7120,000000000000001854
1030,12520,000000000000001857
1031,60380,000000000000001859
1032,-20000,000000000000001862
1033,9000,000000000000001862
1034,4040,000000000000001864
1035,3490,000000000000001866
1036,690,000000000000001872
1037,2760,000000000000001874
1038,2850,000000000000001877
1039,6550,000000000000001880
1040,-50000,000000000000001881
1041,2120,000000000000001881
1042,500,000000000000001882
1043,850,000000000000001883
1044,1390,000000000000001884
1045,43650,000000000000001885
1046,43000,000000000000001886
1047,260,000000000000001888
1048,4000,000000000000001891
1049,1520,000000000000001899
1050,-10000,000000000000001900
1051,1250,000000000000001900
1052,2400,000000000000001901
1053,840,000000000000001902
1054,9000,000000000000001907
1055,1700,000000000000001909
1056,580,000000000000001913
1057,12200,000000000000001914
1058,-10000,000000000000001915
1059,5920,000000000000001915
1060,3750,000000000000001917
1061,290,000000000000001920
1062,1660,000000000000001923
1063,2560,000000000000001924
1064,23040,000000000000001928
1065,-20000,000000000000001929
1066,1700,000000000000001929
1067,3900,000000000000001930
1068,3800,000000000000001931
1069,1320,000000000000001933
1070,670,000000000000001934
1071,940,000000000000001939
1072,8730,000000000000001941
1073,340,000000000000001943
1074,1280,000000000000001946
1075,390,000000000000001948
1076,820,000000000000001949
1077,-20000,000000000000001950
1078,1800,000000000000001950
1079,890,000000000000001953
1080,-10000,000000000000001958
1081,4540,000000000000001958
1082,-15000,000000000000001959
1083,1730,000000000000001959
1084,2340,000000000000001961
1085,2900,000000000000001963
1086,11000,000000000000001964
1087,71600,000000000000001966
1088,2430,000000000000001969
1089,470,000000000000001972
1090,5160,000000000000001973
1091,4010,000000000000001975
1092,830,000000000000001976
1093,-10000,000000000000001977
1094,1970,000000000000001977
1095,5450,000000000000001978
1096,940,000000000000001979
1097,-10000,000000000000001982
1098,1400,000000000000001982
1099,330,000000000000001983
1100,4170,000000000000001984
1101,2720,000000000000001988
1102,-20000,000000000000001992
1103,5450,000000000000001992
1104,6110,000000000000001993
1105,-20000,000000000000001994
1106,10060,000000000000001994
1107,1470,000000000000001995
1108,-20000,000000000000001996
1109,10410,000000000000001996
1110,2960,000000000000001997
1111,-30000,000000000000001998
1112,2670,000000000000001998
1113,-10000,000000000000001999
1114,270,000000000000001999
1115,5920,000000000000002000
1116,5080,000000000000002001
1117,2700,000000000000002006
1118,2480,000000000000002009
1119,32610,000000000000002010
1120,-10000,000000000000002011
1121,6620,000000000000002011
1122,600,000000000000002012
1123,1440,000000000000002015
1124,-40000,000000000000002018
1125,71880,000000000000002018
1126,13500,000000000000002019
1127,6100,000000000000002023
1128,2580,000000000000002025
1129,-10000,000000000000002026
1130,8180,000000000000002026
1131,5320,000000000000002030
1132,-50000,000000000000002032
1133,190,000000000000002032
1134,23900,000000000000002034
1135,-10000,000000000000002038
1136,120,000000000000002038
1137,-10000,000000000000002041
1138,19040,000000000000002041
1139,1970,000000000000002042
1140,17420,000000000000002045
1141,180,000000000000002046
1142,-10000,000000000000002047
1143,8600,000000000000002047
1144,660,000000000000002050
1145,12520,000000000000002052
1146,2090,000000000000002053
1147,-10000,000000000000002054
1148,5350,000000000000002054
1149,1030,000000000000002056
1150,-10000,000000000000002057
1151,15500,000000000000002057
1152,2490,000000000000002058
1153,2370,000000000000002062
1154,29950,000000000000002063
1155,1410,000000000000002064
1156,3750,000000000000002065
1157,1410,000000000000002071
1158,-15000,000000000000002074
1159,2650,000000000000002074
1160,1200,000000000000002075
1161,1260,000000000000002076
1162,8640,000000000000002077
1163,630,000000000000002081
1164,-10000,000000000000002085
1165,9680,000000000000002085
1166,1980,000000000000002086
